Epoch,EpRet/Mean,EpRet/Std,EpRet/Min,EpRet/Max,EpLen/Mean,EpLen/Min,EpLen/Max,Values/V/Mean,Values/V/Min,Values/V/Max,Values/Adv/Mean,Values/Adv/Min,Values/Adv/Max,Loss/Pi,Loss/Value,Loss/DeltaPi,Loss/DeltaValue,Entropy,KL,Misc/StopIter,Misc/Seed,PolicyRatio,LR,Misc/RewScaleMean,Misc/RewScaleStddev,TotalEnvSteps,Time,FPS
11,186.12647736378204,0.20978522685219847,185.17723,186.50053,401.0,401.0,401.0,1.267461181640625,-0.9050874,1.7481794,0.02163440704345703,-1.7844946,1.9117168,-0.036150235682725906,0.06270748376846313,-0.005210842937231064,-0.0011806614929810166,0.7257913947105408,0.0012864632299169898,80.0,0,1.0043710470199585,0.0003,33.71181869506836,25.9890193939209,176000,560,312
12,186.2066932091346,0.15516084434560296,185.88928,186.57976,401.0,401.0,401.0,1.27876953125,-0.6045549,1.7367365,0.02816061019897461,-1.7539798,1.5736871,-0.04267643764615059,0.06492910534143448,-0.005349300801753998,-0.0022709371987730265,0.7257913947105408,0.0013466959353536367,80.0,0,1.0041512250900269,0.0003,33.790260314941406,25.253156661987305,192000,611,313
13,185.81744541266025,2.298662880167219,171.68056,186.501,401.0,401.0,401.0,1.3023043212890626,-2.9069319,1.6863922,0.03045363426208496,-1.8779087,2.185931,-0.044969458132982254,0.06809743493795395,-0.006469070911407471,-0.001973593607544899,0.7257913947105408,0.001524852472357452,80.0,0,1.0054987668991089,0.0003,33.849544525146484,24.616744995117188,208000,662,314
14,186.20206079727564,0.17052453804093642,185.86241,186.58788,401.0,401.0,401.0,1.3634970703125,0.8111598,1.7456523,0.027877494812011717,-1.8947004,0.552942,-0.04239332303404808,0.0724390521645546,-0.006427764892578125,-0.0020158884581178427,0.7257913947105408,0.0016694669611752033,80.0,0,1.0048320293426514,0.0003,33.90704345703125,24.05381965637207,224000,715,302
15,186.2103991386218,0.12712408889895283,185.93776,186.54842,401.0,401.0,401.0,1.378071533203125,1.0162462,1.7100495,0.03147763061523438,-1.8478053,0.4720615,-0.04599345847964287,0.07374047487974167,-0.006543368101119995,-0.0034860942978411913,0.7257913947105408,0.001529443310573697,80.0,0,1.0050477981567383,0.0003,33.95681381225586,23.55489158630371,240000,767,309
16,186.18656099759616,0.16774157070054535,185.80865,186.52255,401.0,401.0,401.0,1.3853695068359375,0.67435396,1.8544109,0.03598404693603516,-1.9442117,0.76215553,-0.05049987509846687,0.07491019368171692,-0.007687769830226898,-0.0018628680845722556,0.7257913947105408,0.0017236059065908194,80.0,0,1.0086663961410522,0.0003,33.999969482421875,23.109119415283203,256000,815,336
17,186.14582081330127,0.13251903095521778,185.87263,186.4893,401.0,401.0,401.0,1.3999310302734376,0.37654158,1.9359637,0.03876725006103516,-2.2323086,1.2314821,-0.053283076733350754,0.07985258847475052,-0.008302133530378342,-0.002330934861674905,0.7257913947105408,0.001708879484795034,80.0,0,1.00736403465271,0.0003,34.03773880004883,22.708354949951172,272000,869,296
18,186.05158253205127,0.16929401186342985,185.66707,186.44185,401.0,401.0,401.0,1.4652510986328124,0.7914995,1.7877462,0.033015033721923825,-2.1207042,0.7451326,-0.04753086343407631,0.0871068686246872,-0.009110797196626663,-0.004462561570107937,0.7257913947105408,0.001863223034888506,80.0,0,1.0099999904632568,0.0003,34.070377349853516,22.345712661743164,288000,916,337
19,186.10469250801282,0.1356355846303983,185.89522,186.36772,401.0,401.0,401.0,1.492848388671875,0.24185532,1.8469505,0.03269480514526367,-2.035251,1.1687016,-0.047210633754730225,0.08564428240060806,-0.009284816682338715,-0.0027031097561120987,0.7257913947105408,0.001956090796738863,80.0,0,1.0082768201828003,0.0003,34.09995651245117,22.01616096496582,304000,963,343
20,186.0186047676282,0.16532719769266468,185.74405,186.40121,401.0,401.0,401.0,1.524031494140625,0.2662021,1.946404,0.03042094612121582,-2.1127353,1.1665164,-0.04493677243590355,0.08997617661952972,-0.009836725890636444,-0.0017849719151854515,0.7257913947105408,0.0019744085147976875,80.0,0,1.0092617273330688,0.0003,34.12610626220703,21.715118408203125,320000,1008,348
21,185.92112379807693,0.1478750251548245,185.62144,186.28497,401.0,401.0,401.0,1.5154180908203125,0.41129115,2.0020704,0.03731169128417969,-2.0740616,1.1498386,-0.05182752013206482,0.08995945006608963,-0.010429628193378448,-0.0017522412817925215,0.7257913947105408,0.002086391905322671,80.0,0,1.0122771263122559,0.0003,34.14856719970703,21.438888549804688,336000,1056,338
22,185.89359224759616,0.18960777946299714,185.57042,186.28978,401.0,401.0,401.0,1.52797802734375,0.4397952,1.9433528,0.03865480041503906,-2.1155968,1.1024423,-0.05317062512040138,0.09138217568397522,-0.010917942970991135,-0.0029992482159286737,0.7257913947105408,0.0021057783160358667,80.0,0,1.01381254196167,0.0003,34.16887664794922,21.184457778930664,352000,1103,339
23,185.79925380608975,0.18592700398465845,185.35138,186.21796,401.0,401.0,401.0,1.5732197265625,-0.12908047,2.0768685,0.035779449462890626,-2.1256983,1.5675238,-0.050295278429985046,0.09865082800388336,-0.012590676546096802,-0.00360683212056756,0.7257913947105408,0.0023042354732751846,80.0,0,1.0124584436416626,0.0003,34.187171936035156,20.94934844970703,368000,1150,343
24,185.83471053685898,0.19772462884730652,185.41516,186.19052,401.0,401.0,401.0,1.5963284912109375,0.97742486,1.9788325,0.03242388916015625,-2.228107,0.6642175,-0.04693971946835518,0.09802058339118958,-0.012121587991714478,-0.0031243234407156706,0.7257913947105408,0.002220575697720051,80.0,0,1.0123858451843262,0.0003,34.20368957519531,20.73137664794922,384000,1197,338
25,185.6054186698718,0.233053134701115,184.95007,186.00809,401.0,401.0,401.0,1.6160330810546875,0.48503003,1.9954451,0.03203070449829101,-2.2480783,1.2064428,-0.046546533703804016,0.09944646060466766,-0.012389779090881348,-0.0025704598519951105,0.7257913947105408,0.0023782472126185894,80.0,0,1.0127027034759521,0.0003,34.217098236083984,20.528451919555664,400000,1245,333
26,185.59430088141025,0.1846959585999935,185.14702,185.96938,401.0,401.0,401.0,1.6529638671875,1.1041937,2.1351016,0.027095096588134766,-2.2626348,0.5718311,-0.041610926389694214,0.10283157229423523,-0.012914672493934631,-0.001757859019562602,0.7257913947105408,0.002583611523732543,80.0,0,1.0146456956863403,0.0003,34.229427337646484,20.339096069335938,416000,1291,346
27,185.58509865785257,0.16550586625445007,185.23895,185.8576,401.0,401.0,401.0,1.675690673828125,0.014539234,2.0653687,0.026276451110839844,-2.2970748,1.6110668,-0.040792278945446014,0.10349580645561218,-0.01334335282444954,-0.0013195935171097517,0.7257913947105408,0.0027005504816770554,80.0,0,1.0151938199996948,0.0003,34.24081039428711,20.162248611450195,432000,1340,330
28,185.63082181490384,0.17098063856995882,185.20828,185.94765,401.0,401.0,401.0,1.719826171875,1.3774751,2.147807,0.02119086456298828,-2.3911142,0.44325733,-0.035706691443920135,0.10860373079776764,-0.013798929750919342,-0.0023210325744003057,0.7257913947105408,0.002586404560133815,80.0,0,1.0141825675964355,0.0003,34.251731872558594,19.99660301208496,448000,1388,332
29,185.45914713541666,0.18470388569920676,185.02258,185.82756,401.0,401.0,401.0,1.73291845703125,1.3680533,2.0903904,0.02135724067687988,-2.3877654,0.46213657,-0.03587306663393974,0.10923759639263153,-0.013811208307743073,-0.0012813571374863386,0.7257913947105408,0.0028038639575242996,80.0,0,1.0115149021148682,0.0003,34.26074981689453,19.841012954711914,464000,1435,337
30,185.50246644631412,0.17391243013741073,185.1325,185.89345,401.0,401.0,401.0,1.746522216796875,1.3634099,2.115907,0.020656206130981444,-2.327722,0.46863666,-0.035172030329704285,0.11034506559371948,-0.014220435172319412,-0.000664368097204715,0.7257913947105408,0.00279000261798501,80.0,0,1.0121506452560425,0.0003,34.2695198059082,19.694751739501953,480000,1483,334
31,185.4311022636218,0.24072816703267252,184.90619,186.04004,401.0,401.0,401.0,1.71117578125,0.86347574,2.16353,0.029843441009521486,-2.314424,0.47848794,-0.04435926675796509,0.10680472105741501,-0.014137979596853256,-0.003505447879433632,0.7257913947105408,0.002601399552077055,80.0,0,1.017273187637329,0.0003,34.277305603027344,19.556734085083008,496000,1530,338
32,185.49142377804486,0.21481767687388573,185.10902,186.06409,401.0,401.0,401.0,1.722933349609375,1.0640813,2.1423116,0.0287505989074707,-2.4191518,0.54531187,-0.043266426771879196,0.10231685638427734,-0.014284703880548477,-0.0018093148246407509,0.7257913947105408,0.0026980501133948565,80.0,0,1.0188100337982178,0.0003,34.284732818603516,19.42669105529785,512000,1578,333
33,185.66301081730768,0.17592382490551153,185.21187,186.0478,401.0,401.0,401.0,1.832787353515625,1.4533186,2.262691,0.01335628604888916,-2.4612203,0.4840935,-0.02787211537361145,0.12117870151996613,-0.015227455645799637,-0.0023148178588598967,0.7257913947105408,0.0030167899094522,80.0,0,1.0156581401824951,0.0003,34.292850494384766,19.303852081298828,528000,1626,340
34,185.58478565705127,0.170604393041508,185.24907,185.9954,401.0,401.0,401.0,1.804453369140625,1.4210465,2.150338,0.02026916694641113,-2.4419289,0.51140034,-0.03478499501943588,0.11653287708759308,-0.01554204523563385,-0.0076920222491025925,0.7257913947105408,0.0028523069340735674,80.0,0,1.017552375793457,0.0003,34.30009841918945,19.18733787536621,544000,1674,327
35,185.56376452323718,0.20496215522280856,184.98898,185.9107,401.0,401.0,401.0,1.81750244140625,0.7775075,2.1509347,0.0198720703125,-2.4808705,0.51650375,-0.03438790142536163,0.11589579284191132,-0.01558179035782814,-0.0012751289177685976,0.7257913947105408,0.00296460697427392,80.0,0,1.0175410509109497,0.0003,34.3068962097168,19.076807022094727,560000,1721,339
36,185.44143129006412,0.17589246921096127,185.07706,185.90724,401.0,401.0,401.0,1.84114453125,1.1524813,2.191288,0.017323692321777343,-2.5708923,0.5471071,-0.0318395160138607,0.12186077237129211,-0.016477547585964203,-0.0027140257880091667,0.7257913947105408,0.003142396919429302,80.0,0,1.016696810722351,0.0003,34.31276321411133,18.971593856811523,576000,1769,336
37,185.36354417067307,0.1965968777805333,184.94894,185.8208,401.0,401.0,401.0,1.8693021240234375,0.86218864,2.1725516,0.0135418062210083,-2.5025487,0.947744,-0.028057632967829704,0.12056704610586166,-0.0170390997081995,-0.003903477219864726,0.7257913947105408,0.0035147015005350113,80.0,0,1.0185037851333618,0.0003,34.31776809692383,18.871719360351562,592000,1820,314
38,185.37910657051282,0.2305400262370945,184.80862,185.91058,401.0,401.0,401.0,1.8909345703125,1.2834877,2.2168796,0.010825569152832032,-2.5079608,0.64322317,-0.025341395288705826,0.12463685870170593,-0.01675296202301979,-0.004630044102668762,0.7257913947105408,0.003428965574130416,80.0,0,1.016704797744751,0.0003,34.322628021240234,18.776491165161133,608000,1868,335
39,185.1328125,0.24552352727674442,184.49889,185.64445,401.0,401.0,401.0,1.91505419921875,1.4075822,2.2608926,0.006940033435821533,-2.5257885,0.48600182,-0.021455859765410423,0.1260853409767151,-0.016881315037608147,-0.00010145166743313894,0.7257913947105408,0.003387060249224305,80.0,0,1.0177648067474365,0.0003,34.32605743408203,18.685300827026367,624000,1914,342
40,185.16431290064102,0.30185135383985595,183.78708,185.67657,401.0,401.0,401.0,1.888282470703125,0.23802678,2.3236058,0.012650700569152832,-2.5267653,0.6984754,-0.02716653048992157,0.1195797398686409,-0.01702086254954338,-0.001980903558433056,0.7257913947105408,0.0032387205865234137,80.0,0,1.020268201828003,0.0003,34.329463958740234,18.59833335876465,640000,1962,339
41,185.23563952323718,0.23257518168039124,184.7257,185.78822,401.0,401.0,401.0,1.920668212890625,0.5663516,2.2250268,0.01039010238647461,-2.534949,1.0569901,-0.02490592747926712,0.12414947152137756,-0.017499562352895737,-0.0002998586860485375,0.7257913947105408,0.0033082570880651474,80.0,0,1.020378589630127,0.0003,34.333045959472656,18.515302658081055,656000,2010,330
42,185.21843699919873,0.2324020288497789,184.73407,185.702,401.0,401.0,401.0,1.91281201171875,1.3922254,2.202206,0.014392773628234863,-2.5580397,0.5175349,-0.02890860289335251,0.12575912475585938,-0.01826462149620056,-0.0031665873248130083,0.7257913947105408,0.003501095110550523,80.0,0,1.0238661766052246,0.0003,34.33650588989258,18.435731887817383,672000,2058,336
43,185.20715645032053,0.18483184721229032,184.82048,185.61916,401.0,401.0,401.0,1.920861083984375,1.2675375,2.2163692,0.0139817533493042,-2.5705502,0.55539304,-0.02849757857620716,0.12692669034004211,-0.018041906878352165,-0.00027113789110444486,0.7257913947105408,0.0034693116322159767,80.0,0,1.0234496593475342,0.0003,34.3397331237793,18.359540939331055,688000,2106,333
44,185.17576872996796,0.2166112579696853,184.751,185.55675,401.0,401.0,401.0,1.947078125,1.2493186,2.3279977,0.009536285400390625,-2.597897,0.7000931,-0.02405211329460144,0.13232538104057312,-0.01849411427974701,-0.0002960871788673103,0.7257913947105408,0.0034623609390109777,80.0,0,1.020750880241394,0.0003,34.342674255371094,18.28656578063965,704000,2153,338
45,185.16769330929486,0.22522772108877373,184.68079,185.58336,401.0,401.0,401.0,1.9546102294921874,1.3487347,2.231847,0.00997564697265625,-2.637906,0.65404797,-0.02449147403240204,0.13110634684562683,-0.018588285893201828,0.00015395069203805178,0.7257913947105408,0.0034809745848178864,80.0,0,1.0194507837295532,0.0003,34.34531784057617,18.216527938842773,720000,2199,346
46,185.1143579727564,0.1588892631356493,184.78128,185.49475,401.0,401.0,401.0,1.9454453125,0.3714298,2.303185,0.011877835273742676,-2.59542,0.6163567,-0.026393666863441467,0.13008427619934082,-0.019123505800962448,-0.00012942748435307294,0.7257913947105408,0.0036627757363021374,80.0,0,1.0240397453308105,0.0003,34.34768295288086,18.149330139160156,736000,2247,330
47,185.02925931490384,0.21938793378606372,184.4091,185.64436,401.0,401.0,401.0,1.93320458984375,0.28568888,2.3368914,0.014985495567321778,-2.642653,1.2087749,-0.02950131893157959,0.12560799717903137,-0.01858014613389969,-0.0014087322633713484,0.7257913947105408,0.003797265002503991,80.0,0,1.024247646331787,0.0003,34.349510192871094,18.084619522094727,752000,2300,304
48,184.96610827323718,0.304619615404892,183.63931,185.53598,401.0,401.0,401.0,2.0101953125,-0.3783882,2.374596,0.0021278903484344483,-2.6070461,1.5061313,-0.016643716022372246,0.13528554141521454,-0.019167644903063774,-0.0009548560483381152,0.7257913947105408,0.0038067828863859177,80.0,0,1.0239365100860596,0.0003,34.35095977783203,18.02251434326172,768000,2357,283
49,184.94562550080127,0.38938246077739747,182.86691,185.41751,401.0,401.0,401.0,2.018626953125,-0.35739106,2.3995001,0.0009690450429916382,-2.627013,2.1850078,-0.01548487227410078,0.1367228627204895,-0.019456729292869568,-0.0020387296099215746,0.7257913947105408,0.003991652280092239,80.0,0,1.0201947689056396,0.0003,34.352439880371094,17.96247673034668,784000,2412,288
50,185.07515775240384,0.19505265385899287,184.63478,185.4042,401.0,401.0,401.0,2.026686279296875,1.1909796,2.3757472,0.0026305723190307617,-2.7768128,0.78555375,-0.0171463992446661,0.14078401029109955,-0.020158404484391212,-0.0016186111606657505,0.7257913947105408,0.003920568153262138,80.0,0,1.0228121280670166,0.0003,34.354373931884766,17.904794692993164,800000,2461,325
51,184.88263721955127,0.19891793471679173,184.45792,185.31607,401.0,401.0,401.0,2.0039119873046873,1.5296015,2.3269153,0.007870427131652832,-2.6518059,0.5395283,-0.022386252880096436,0.13842393457889557,-0.01996082067489624,7.812232070136815e-05,0.7257913947105408,0.0037158268969506025,80.0,0,1.0238045454025269,0.0003,34.355533599853516,17.849069595336914,816000,2511,324
52,184.77064553285257,0.5726273737737523,181.68071,185.50632,401.0,401.0,401.0,1.8254156494140625,0.48952603,2.3617036,0.038588207244873045,-2.6694252,0.7640741,-0.05310403183102608,0.11774759739637375,-0.019498292356729507,-0.0030023064464330673,0.7257913947105408,0.0037684624549001455,80.0,0,1.0324009656906128,0.0003,34.355926513671875,17.795286178588867,832000,2561,320
53,184.86572265625,0.2423342756175613,184.25513,185.22035,401.0,401.0,401.0,1.9129688720703124,0.50233316,2.2977436,0.026171737670898438,-2.5984373,0.6209035,-0.04068756476044655,0.1250777691602707,-0.019484128803014755,-0.000645507883746177,0.7257913947105408,0.0036864106077700853,80.0,0,1.0300776958465576,0.0003,34.356834411621094,17.74325180053711,848000,2609,331
54,184.69880558894232,0.22109589620179126,184.14386,185.06079,401.0,401.0,401.0,1.995420654296875,0.944182,2.3514428,0.011992823600769044,-2.648029,0.50930065,-0.026508649811148643,0.1334754228591919,-0.019286708906292915,-0.001358069246634841,0.7257913947105408,0.0038211115170270205,80.0,0,1.025743007659912,0.0003,34.35708999633789,17.69300079345703,864000,2658,329
55,184.69110576923077,0.19715121482144862,184.29561,185.06717,401.0,401.0,401.0,2.0388660888671875,1.5695982,2.4411585,0.004110054016113281,-2.7151363,0.5361612,-0.018625879660248756,0.14326022565364838,-0.019827542826533318,-0.0009746804134920239,0.7257913947105408,0.004045477136969566,80.0,0,1.0225201845169067,0.0003,34.35746383666992,17.644296646118164,880000,2710,304
56,184.69860526842947,0.17010152164557737,184.34901,185.00278,401.0,401.0,401.0,1.97287353515625,1.0331672,2.3237646,0.017824031829833983,-2.6858516,0.6487775,-0.03233985975384712,0.13285823166370392,-0.02007145807147026,-0.0008863539551384747,0.7257913947105408,0.003827649401500821,80.0,0,1.0284231901168823,0.0003,34.35786819458008,17.597309112548828,896000,2763,304
57,184.78758513621796,0.2550954084816745,184.2398,185.55974,401.0,401.0,401.0,1.998084228515625,1.3416309,2.3100646,0.015408555030822753,-2.6825886,0.62101144,-0.029924381524324417,0.13904951512813568,-0.02063676342368126,-0.0008131987415254116,0.7257913947105408,0.003940047230571508,80.0,0,1.0273058414459229,0.0003,34.3584098815918,17.551870346069336,912000,2813,320
58,184.76160606971155,0.25001897495348,184.12877,185.44107,401.0,401.0,401.0,1.993595458984375,0.9995315,2.38155,0.015486798286437987,-2.677207,0.6348258,-0.030002623796463013,0.13124029338359833,-0.0200861357152462,-0.003256932832300663,0.7257913947105408,0.003846605308353901,80.0,0,1.0270437002182007,0.0003,34.358863830566406,17.507911682128906,928000,2863,316
59,184.55781750801282,0.2244327526912192,184.00279,184.97916,401.0,401.0,401.0,2.072640625,1.0520178,2.3117342,0.003438497543334961,-2.7933378,0.85161626,-0.017954325303435326,0.14579637348651886,-0.020883264020085335,-0.0015019357670098543,0.7257913947105408,0.004106306005269289,80.0,0,1.0254369974136353,0.0003,34.35868453979492,17.465078353881836,944000,2915,309
60,184.3114232772436,0.329339171575759,183.47205,184.88852,401.0,401.0,401.0,2.0220390625,0.6345014,2.3499177,0.010687046051025391,-2.8012767,0.79169923,-0.025202875956892967,0.13328862190246582,-0.020396938547492027,-0.0006638423656113446,0.7257913947105408,0.004057827405631542,80.0,0,1.0246315002441406,0.0003,34.357666015625,17.423505783081055,960000,2979,251
61,184.13549178685898,0.280734772170507,183.61816,184.75798,401.0,401.0,401.0,1.9769736328125,1.0899209,2.3732471,0.017826391220092774,-2.68517,0.6930188,-0.03234221786260605,0.12501809000968933,-0.01973390206694603,-0.00034296876401640475,0.7257913947105408,0.003963164519518614,80.0,0,1.0211601257324219,0.0003,34.3560905456543,17.3831787109375,976000,3034,288
62,184.22728866185898,0.2745546540693071,183.24962,184.72461,401.0,401.0,401.0,2.063277587890625,0.6728536,2.4182465,0.004539828300476074,-2.7789347,0.85461175,-0.01905565708875656,0.14382028579711914,-0.021286703646183014,-0.0001735430269036442,0.7257913947105408,0.004120237194001675,80.0,0,1.0220047235488892,0.0003,34.35494613647461,17.343942642211914,992000,3088,294
63,184.34217247596155,0.3224871344702287,183.68205,184.89803,401.0,401.0,401.0,2.095609130859375,1.0352588,2.4219525,0.00010714507102966309,-2.8055325,0.94635206,-0.014622973278164864,0.14230436086654663,-0.020705556496977806,-0.0007133117178454995,0.7257913947105408,0.004054805263876915,80.0,0,1.0220125913619995,0.0003,34.35415267944336,17.30607032775879,1008000,3142,297
64,184.27080829326923,0.29273737190676974,183.53262,184.85966,401.0,401.0,401.0,2.0332244873046874,0.5775857,2.4472342,0.010947168350219727,-2.8084571,0.7561341,-0.02546299435198307,0.13582590222358704,-0.02158990316092968,-0.0009736558422446251,0.7257913947105408,0.004130352754145861,80.0,0,1.0259958505630493,0.0003,34.35326385498047,17.269235610961914,1024000,3210,237
65,184.45293719951923,0.21488829108784993,183.9313,185.01778,401.0,401.0,401.0,2.187863037109375,1.1524944,2.5406592,-0.015912249565124513,-2.8651297,0.6921748,0.0013964185491204262,0.1571684628725052,-0.021876569837331772,-0.0005489519098773599,0.7257913947105408,0.004426975734531879,80.0,0,1.0192166566848755,0.0003,34.352882385253906,17.233535766601562,1040000,3264,292
66,184.31809645432693,0.22112359283353844,183.86786,184.67726,401.0,401.0,401.0,2.13141015625,1.1609765,2.492593,-0.004414946556091309,-2.8610928,0.7317855,-0.010100878775119781,0.15064148604869843,-0.021965354681015015,-0.0007111200829967856,0.7257913947105408,0.004237834829837084,80.0,0,1.0253041982650757,0.0003,34.35216522216797,17.198688507080078,1056000,3314,320
67,184.21077473958334,0.37000957886370517,183.1007,184.93837,401.0,401.0,401.0,2.1101416015625,0.41927218,2.4725611,0.0005326483249664307,-2.8462954,0.7031293,-0.015048475004732609,0.1493532955646515,-0.022186141461133957,-0.0017925830325111747,0.7257913947105408,0.004392022266983986,80.0,0,1.0238410234451294,0.0003,34.351173400878906,17.164810180664062,1072000,3364,319
68,183.65601211939102,0.4920962990153145,182.47665,184.77396,401.0,401.0,401.0,1.9139415283203125,0.39346024,2.4547935,0.03470310592651367,-2.814827,1.011597,-0.049218934029340744,0.1048719733953476,-0.019740451127290726,-0.004721377976238728,0.7257913947105408,0.004426786210387945,80.0,0,1.0318750143051147,0.0003,34.34853744506836,17.13169288635254,1088000,3423,271
69,184.13177333733975,0.38359077743708453,182.46605,184.85982,401.0,401.0,401.0,2.06829638671875,0.14665428,2.3928087,0.010561243057250976,-2.7983186,0.71053356,-0.02507707104086876,0.14390772581100464,-0.021322738379240036,-0.002065065084025264,0.7257913947105408,0.004157910123467445,80.0,0,1.0292761325836182,0.0003,34.34745788574219,17.099641799926758,1104000,3507,191
70,184.0664563301282,0.23273659596071455,183.24391,184.40967,401.0,401.0,401.0,2.091024169921875,0.7430091,2.501678,0.004372231483459473,-2.790542,0.7146805,-0.018888060003519058,0.1434745490550995,-0.021375328302383423,-0.0002836683706846088,0.7257913947105408,0.0042027682065963745,80.0,0,1.0258499383926392,0.0003,34.3460807800293,17.068239212036133,1120000,3563,284
71,183.8751001602564,0.35172037345673984,183.07219,184.67108,401.0,401.0,401.0,1.9095009765625,0.6502121,2.5142395,0.03670350646972656,-2.765112,0.90240127,-0.051219332963228226,0.12276554852724075,-0.02206571027636528,-0.0032629617489874363,0.7257913947105408,0.00442664697766304,80.0,0,1.0316294431686401,0.0003,34.344398498535156,17.037857055664062,1136000,3640,209
72,183.4213366386218,0.5296221341976881,181.70235,184.23439,401.0,401.0,401.0,1.991321044921875,0.68295205,2.4754598,0.02335129737854004,-2.764171,0.6117287,-0.03786712512373924,0.12199556827545166,-0.02033524587750435,-0.0014118647668510675,0.7257913947105408,0.0043867058120667934,80.0,0,1.0339124202728271,0.0003,34.342140197753906,17.008020401000977,1152000,3700,268
73,183.11393229166666,1.0446011257354504,180.18324,184.2497,401.0,401.0,401.0,1.9272042236328124,0.26109806,2.4575412,0.030452342987060548,-2.8453248,0.87367815,-0.044968172907829285,0.13409152626991272,-0.0220646932721138,-0.005978456698358059,0.7257913947105408,0.004769720137119293,80.0,0,1.0345555543899536,0.0003,34.336055755615234,16.978424072265625,1168000,3763,251
