step,t,noise_active,noise_std_pos,noise_std_vel,dropout_active,dropout_mode,path_active,x_meas,y_meas,z_meas,vx_meas,vy_meas,vz_meas,x_used,y_used,z_used,vx_used,vy_used,vz_used,roll,pitch,yaw,p,q,r,ref_x,ref_y,ref_z,ref_vx,ref_vy,ref_vz,action_0,action_1,action_2,action_3,U1,rates_des_x,rates_des_y,rates_des_z,reward,done
14,0.075,0,0.05,0.05,0,NONE,0,1.0024014283359271e-05,0.00018923524895151514,0.01207129698743683,0.00017040923195192712,0.00013113012325037722,0.03481444660329659,1.0024014283359271e-05,0.00018923524895151514,0.01207129698743683,0.00017040923195192712,0.00013113012325037722,0.03481444660329659,0.0002272727158569513,0.0005775994538451503,-5.01504264009514e-05,-0.010935857866628224,-0.005367352811949569,-0.006011811194491641,0.0,0.0,0.16,0.0,0.0,0.0,0.7982098,0.00093270204,-0.0064988527,0.0001917708,0.33491290503537263,0.000976723293136729,-0.006805582488315939,0.0002008219191050864,-0.1475117102869899,0
15,0.08,0,0.05,0.05,0,NONE,0,1.2203741855096249e-05,0.0001903324541956819,0.01248840943334823,0.0002336021684145405,0.00010345427087867671,0.04446969819801506,1.2203741855096249e-05,0.0001903324541956819,0.01248840943334823,0.0002336021684145405,0.00010345427087867671,0.04446969819801506,0.0002105663439239751,0.0005642859179681575,-0.00023091103355675656,-0.004209801336488689,0.004235279879439804,-0.022599327724431233,0.0,0.0,0.16,0.0,0.0,0.0,0.77480197,0.00074491656,-0.007152917,0.00088277675,0.33234104292927535,0.0007800747865889061,-0.007490517042093741,0.000924441625312199,-0.14695127792138324,0
16,0.085,0,0.05,0.05,0,NONE,0,1.500336841354068e-05,0.0001911740530700337,0.013048843620798431,0.00029597579150576335,7.806354297426414e-05,0.0602202277517606,1.500336841354068e-05,0.0001911740530700337,0.013048843620798431,0.00029597579150576335,7.806354297426414e-05,0.0602202277517606,0.0004334906744672764,0.0008648465490344725,-0.0005766654511971085,0.033466623260665705,0.032552324200417655,-0.0386212923180443,0.0,0.0,0.16,0.0,0.0,0.0,0.7362747,-0.0012488029,-0.010200752,0.002204838,0.32810797811364517,-0.0013077432937328571,-0.010682202773410534,0.0023089009595015993,-0.1461953171492261,0
17,0.09000000000000001,0,0.05,0.05,0,NONE,0,1.862953996989106e-05,0.00019166635336710937,0.013804806101631619,0.0003883528604802839,3.616477359160519e-05,0.08113737443145341,1.862953996989106e-05,0.00019166635336710937,0.013804806101631619,0.0003883528604802839,3.616477359160519e-05,0.08113737443145341,0.0008734086121086474,0.001519170166213311,-0.0010259180771576054,0.050916282270708026,0.07126458317304978,-0.0457286777460094,0.0,0.0,0.16,0.0,0.0,0.0,0.6846234,-0.005096317,-0.016310785,0.003923306,0.32243294540439177,-0.005336850620288416,-0.017080614462419895,0.004108476258536481,-0.14520367644283072,0
18,0.09500000000000001,0,0.05,0.05,0,NONE,0,2.367708683483668e-05,0.0001913821050427614,0.014796448034573102,0.0005511896964119489,-5.537397690187931e-05,0.10548867548925597,2.367708683483668e-05,0.0001913821050427614,0.014796448034573102,0.0005511896964119489,-5.537397690187931e-05,0.10548867548925597,0.0007157540142512605,0.002515453022487643,-0.0015080424282084334,-0.03046790389462964,0.10800638188140789,-0.04917723832100336,0.0,0.0,0.16,0.0,0.0,0.0,0.62380797,-0.0049608797,-0.02587234,0.0057684854,0.3157510303346495,-0.005195020916463337,-0.02709345242728309,0.006040743768810314,-0.14394835434517236,0
19,0.10000000000000002,0,0.05,0.05,0,NONE,0,3.118988255520686e-05,0.00019006284038188912,0.016051770932778788,0.0008295594982639039,-0.00015442465961263145,0.1324013441216771,3.118988255520686e-05,0.00019006284038188912,0.016051770932778788,0.0008295594982639039,-0.00015442465961263145,0.1324013441216771,-0.0003046878774264064,0.0036084154547696683,-0.0020192140794433257,-0.12541512192435805,0.10845024631602462,-0.05121471065184689,0.0,0.0,0.16,0.0,0.0,0.0,0.55578995,0.0016805914,-0.037545897,0.0077258376,0.30827775328702217,0.001759911211118803,-0.0393179711461325,0.008090478408948491,-0.14241080927255462,0
20,0.10500000000000002,0,0.05,0.05,0,NONE,0,4.2541957069960784e-05,0.00018840821053833865,0.017589318136620867,0.0012493741427035937,-0.0001559513086175025,0.16115451144402146,4.2541957069960784e-05,0.00018840821053833865,0.017589318136620867,0.0012493741427035937,-0.0001559513086175025,0.16115451144402146,-0.002224099897374158,0.004927682342887962,-0.0026061809702507795,-0.20606617381020909,0.13467905411160228,-0.06103103249671454,0.0,0.0,0.16,0.0,0.0,0.0,0.4822078,0.016344683,-0.052632194,0.009974108,0.3001931370944638,0.017116113123827402,-0.0551163047610148,0.010444861424603933,-0.14056822139166905,0
21,0.11000000000000003,0,0.05,0.05,0,NONE,0,5.932972773746271e-05,0.0001883221566539291,0.01943191370233676,0.001837733615964884,6.308737246857123e-05,0.19227794940156914,5.932972773746271e-05,0.0001883221566539291,0.01943191370233676,0.001837733615964884,6.308737246857123e-05,0.19227794940156914,-0.004385198439869085,0.005675292004719358,-0.0032759562225258784,-0.21809085178508147,0.04197122961477058,-0.06844231165373495,0.0,0.0,0.16,0.0,0.0,0.0,0.40170237,0.03546731,-0.06535351,0.012540282,0.29134784367519645,0.03714128018701004,-0.06843803557686505,0.013132152324260644,-0.13841519643650763,0
22,0.11500000000000003,0,0.05,0.05,0,NONE,0,8.300663453781555e-05,0.00019245075393969235,0.021584958667114375,0.0025484438883368525,0.0005524500252667419,0.2229274006490781,8.300663453781555e-05,0.00019245075393969235,0.021584958667114375,0.0025484438883368525,0.0005524500252667419,0.2229274006490781,-0.005825083523855952,0.005062796154335853,-0.003956947554113462,-0.10865700227568519,-0.09048353568937723,-0.06802082934947787,0.0,0.0,0.16,0.0,0.0,0.0,0.32102534,0.05229016,-0.06914271,0.015150923,0.28248369690720043,0.05475812706072062,-0.07240607454386963,0.015866010019496262,-0.13595780051093945,0
23,0.12000000000000004,0,0.05,0.05,0,NONE,0,0.00011360872602000101,0.00020318586648764486,0.024042395207998776,0.003221562558127511,0.0012592446222685582,0.253450373508335,0.00011360872602000101,0.00020318586648764486,0.024042395207998776,0.003221562558127511,0.0012592446222685582,0.253450373508335,-0.005927321695044141,0.003300310836433234,-0.004590435080523366,0.024007683878335292,-0.19454054886877448,-0.06245074052962727,0.0,0.0,0.16,0.0,0.0,0.0,0.23937103,0.06148866,-0.063728176,0.017581627,0.2735121737289602,0.06439077152439006,-0.0667359920228385,0.01841143621283719,-0.1331993511227262,0
24,0.12500000000000003,0,0.05,0.05,0,NONE,0,0.0001495609918884522,0.0002214748198588314,0.02680091339411042,0.0036986374778448343,0.0020155192004595868,0.2832143329818669,0.0001495609918884522,0.0002214748198588314,0.02680091339411042,0.0036986374778448343,0.0020155192004595868,0.2832143329818669,-0.005118376870043178,0.0003170726973299303,-0.005142915714977447,0.09761600761573329,-0.3268034214921872,-0.05546596545927177,0.0,0.0,0.16,0.0,0.0,0.0,0.15825748,0.06434782,-0.04670865,0.019704225,0.2646000667632109,0.06738487812482218,-0.048913183143988306,0.020634216039940954,-0.13016253428351113,0
25,0.13000000000000003,0,0.05,0.05,0,NONE,0,0.00018782707602013577,0.0002466805316628967,0.029837831410953412,0.0038348460349469306,0.002676745785168368,0.3101280675852231,0.00018782707602013577,0.0002466805316628967,0.029837831410953412,0.0038348460349469306,0.002676745785168368,0.3101280675852231,-0.0033528198524027963,-0.003115739981908844,-0.005653780275418843,0.1979972349783231,-0.33813774889910636,-0.05334255828886554,0.0,0.0,0.16,0.0,0.0,0.0,0.082758434,0.058810208,-0.022269648,0.02166908,0.2563048350013704,0.061585904516143236,-0.023320720610968383,0.022691808732395086,-0.12688716199159544,0
26,0.13500000000000004,0,0.05,0.05,0,NONE,0,0.00022433266375307116,0.0002770444596266228,0.03311333518817323,0.0035560201915743727,0.0031350012101271567,0.3329689985181026,0.00022433266375307116,0.0002770444596266228,0.03311333518817323,0.0035560201915743727,0.0031350012101271567,0.3329689985181026,-0.0013022511389271076,-0.005856227076834468,-0.00623024551688588,0.19931085105766447,-0.26165037469511315,-0.05903881135631958,0.0,0.0,0.16,0.0,0.0,0.0,0.015949052,0.04872486,0.0017505098,0.023885889,0.2489643542977662,0.05102455363805433,0.0018331295838907545,0.025013245312055447,-0.12341270930391841,0
27,0.14000000000000004,0,0.05,0.05,0,NONE,0,0.00025547963849435464,0.00031009022064396854,0.03658794112950441,0.0029441391751585245,0.0033411954075339154,0.3519165400042153,0.00025547963849435464,0.00031009022064396854,0.03658794112950441,0.0029441391751585245,0.0033411954075339154,0.3519165400042153,0.0009469769365270211,-0.007554529523049675,-0.006801591900457882,0.2375005611912439,-0.13632970712387185,-0.05768058529526734,0.0,0.0,0.16,0.0,0.0,0.0,-0.042436916,0.034154736,0.021731429,0.02608451,0.2425493711741348,0.03576675433119674,0.022757098910034003,0.0273156348260946,-0.11977771424704045,0
28,0.14500000000000005,0,0.05,0.05,0,NONE,0,0.0002788562732929527,0.0003433564112228403,0.04022309891923844,0.0021248263377598975,0.0032996529490063745,0.36708876440494537,0.0002788562732929527,0.0003433564112228403,0.04022309891923844,0.0021248263377598975,0.0032996529490063745,0.36708876440494537,0.003346803695645951,-0.00816712914156082,-0.0073489011197451146,0.24287497514037296,-0.044158147103268736,-0.05307073396203937,0.0,0.0,0.16,0.0,0.0,0.0,-0.092523076,0.015503241,0.035879027,0.02819262,0.23704630495892354,0.016234956162896576,0.037572428555920905,0.029523243956042895,-0.1160139411143134,0
29,0.15000000000000005,0,0.05,0.05,0,NONE,0,0.00029344362726235984,0.0003742591660739266,0.04398703010620315,0.0012351648305875085,0.002999223272288903,0.37918654200432267,0.00029344362726235984,0.0003742591660739266,0.04398703010620315,0.0012351648305875085,0.002999223272288903,0.37918654200432267,0.005488910189437323,-0.007814616302616104,-0.007778836864420557,0.1908886827178279,0.06755432628994237,-0.039123593657968365,0.0,0.0,0.16,0.0,0.0,0.0,-0.13584928,-0.004249595,0.043506168,0.029853426,0.2322859677784217,-0.004450165548024245,0.04555955361043892,0.03126243402690571,-0.1121547306061751,0
30,0.15500000000000005,0,0.05,0.05,0,NONE,0,0.0002993207666735786,0.0004003795164456599,0.04784637989413651,0.00038036506690576117,0.0024676248792384102,0.3878769211975527,0.0002993207666735786,0.0004003795164456599,0.04784637989413651,0.00038036506690576117,0.0024676248792384102,0.3878769211975527,0.006484291349629256,-0.006615810949101163,-0.008011992738037843,0.07146524213726119,0.1328953894200787,-0.01899647417473061,0.0,0.0,0.16,0.0,0.0,0.0,-0.1714854,-0.017987818,0.04428413,0.030763142,0.2283705567607574,-0.01883679757170085,0.046374235699107855,0.032215087503219955,-0.10823995401948013,0
31,0.16000000000000006,0,0.05,0.05,0,NONE,0,0.0002976589989640384,0.0004202654454136226,0.05176126757764284,-0.0003354709330544363,0.001824193295955296,0.3924763045799977,0.0002976589989640384,0.0004202654454136226,0.05176126757764284,-0.0003354709330544363,0.001824193295955296,0.3924763045799977,0.0063752778637299065,-0.00484851136420006,-0.008100476182522803,-0.04551358940590485,0.17642743744517034,-0.006841208734409284,0.0,0.0,0.16,0.0,0.0,0.0,-0.19763851,-0.024629649,0.039122242,0.031120462,0.22549706154679047,-0.025792108329743428,0.0409687183873267,0.0325892724716161,-0.10430730551744737,0
32,0.16500000000000006,0,0.05,0.05,0,NONE,0,0.00029024684973563914,0.0004336814582629113,0.05569399630163302,-0.0008611234138810186,0.0011853442282927105,0.3934008275676476,0.00029024684973563914,0.0004336814582629113,0.05569399630163302,-0.0008611234138810186,0.0011853442282927105,0.3934008275676476,0.005477106518102937,-0.002976009241167505,-0.00807077106478905,-0.10324085293359482,0.19806101335995124,0.004409553416639614,0.0,0.0,0.16,0.0,0.0,0.0,-0.21514465,-0.025212474,0.030962741,0.031026265,0.22357362664122796,-0.026402441343448633,0.032424106959203225,0.03249062892834306,-0.1003903817039811,0
33,0.17000000000000007,0,0.05,0.05,0,NONE,0,0.0002790099504876643,0.00044137181552244957,0.05961097270579181,-0.0011940516600914297,0.0006406304714786857,0.3907361172437112,0.0002790099504876643,0.00044137181552244957,0.05961097270579181,-0.0011940516600914297,0.0006406304714786857,0.3907361172437112,0.004030200817302583,-0.0007773929729642622,-0.007951313768510848,-0.14874050345746886,0.21972002581040764,0.01283397483590516,0.0,0.0,0.16,0.0,0.0,0.0,-0.22406901,-0.020517059,0.01808461,0.030588955,0.22259308973632633,-0.021485413398985683,0.01893815953555748,0.03203267802765153,-0.09652695586594968,0
34,0.17500000000000007,0,0.05,0.05,0,NONE,0,0.00026601724189124186,0.0004446569882974224,0.06347443129335405,-0.0013170643700395458,0.00023712614768784166,0.3845733960870391,0.00026601724189124186,0.0004446569882974224,0.06347443129335405,-0.0013170643700395458,0.00023712614768784166,0.3845733960870391,0.0029746128086224287,0.0012252730066866623,-0.007745721651982382,-0.08816390298147662,0.18686690262393627,0.02132036487021411,0.0,0.0,0.16,0.0,0.0,0.0,-0.22447254,-0.017165763,0.004267513,0.029822141,0.22254875332757174,-0.01797594495552752,0.004468928953922259,0.03122967386566762,-0.09274889900117536,0
35,0.18000000000000008,0,0.05,0.05,0,NONE,0,0.000253246485404857,0.0004448480253724273,0.06725250997593568,-0.0012499336234477628,-4.6911167469105924e-05,0.3754910439890732,0.000253246485404857,0.0004448480253724273,0.06725250997593568,-0.0012499336234477628,-4.6911167469105924e-05,0.3754910439890732,0.002416306214549672,0.0022993775811892448,-0.007498582823286646,-0.05159845658554278,0.0741506647055531,0.024945207678212636,0.0,0.0,0.16,0.0,0.0,0.0,-0.21760099,-0.01621872,-0.0046716644,0.028896043,0.22330374380094556,-0.01698420472635141,-0.004892155643773312,0.030259865007942893,-0.08908169620214273,0
36,0.18500000000000008,0,0.05,0.05,0,NONE,0,0.00024207464475881272,0.00044270004867131955,0.07091972916556742,-0.0010681097469222758,-0.0002664756893920288,0.36356609990549293,0.00024207464475881272,0.00044270004867131955,0.07091972916556742,-0.0010681097469222758,-0.0002664756893920288,0.36356609990549293,0.0021444602959122473,0.002482172695444238,-0.007234847338397086,-0.015710063785219903,-0.009190790785335443,0.026100419833563687,0.0,0.0,0.16,0.0,0.0,0.0,-0.20353174,-0.016712248,-0.008146577,0.027905919,0.2248495601071171,-0.01750102594875707,-0.008531074905647971,0.02922301018673065,-0.0855574320348789,0
37,0.19000000000000009,0,0.05,0.05,0,NONE,0,0.0002329615440992236,0.0004386636021838943,0.07444400610412995,-0.0008601457542266459,-0.000447826216348575,0.348523601521237,0.0002329615440992236,0.0004386636021838943,0.07444400610412995,-0.0008601457542266459,-0.000447826216348575,0.348523601521237,0.002237895814666797,0.001446030693608083,-0.0069769852891769955,0.01819680103585607,-0.13351863378702836,0.02685256556760619,0.0,0.0,0.16,0.0,0.0,0.0,-0.18147594,-0.019562416,-0.002619837,0.026937615,0.22727287593349996,-0.02048571299209986,-0.0027434867642075877,0.028209004453073228,-0.08220325494800701,0
38,0.1950000000000001,0,0.05,0.05,0,NONE,0,0.00022550563052506164,0.0004328749979045097,0.07779819054031124,-0.0007165806981167311,-0.0006233795177789095,0.3309180572210298,0.00022550563052506164,0.0004328749979045097,0.07779819054031124,-0.0007165806981167311,-0.0006233795177789095,0.3309180572210298,0.0023910428126847883,-9.727296734168292e-05,-0.006694476747229072,0.01715627762881005,-0.15649518302765664,0.028677888714009836,0.0,0.0,0.16,0.0,0.0,0.0,-0.15264113,-0.022820015,0.0075311754,0.025874494,0.23044101276208825,-0.02389706337802965,0.007886628241378044,0.027095706477149605,-0.07902955445892235,0
39,0.2000000000000001,0,0.05,0.05,0,NONE,0,0.00021859882069854701,0.00042525518608544635,0.08097188844587543,-0.0006924822660575462,-0.000808961771382111,0.3127405651809724,0.00021859882069854701,0.00042525518608544635,0.08097188844587543,-0.0006924822660575462,-0.000808961771382111,0.3127405651809724,0.002398165271262695,-0.0013742724226197735,-0.006383145027209147,-0.010570867565847845,-0.11686556087848751,0.0316301671299849,0.0,0.0,0.16,0.0,0.0,0.0,-0.121726856,-0.025101703,0.01704631,0.024700534,0.23383762659102797,-0.026286440869137104,0.017850854308703656,0.025866337459637928,-0.07604484916906958,0
40,0.2050000000000001,0,0.05,0.05,0,NONE,0,0.00021109605553207837,0.0004157444925724265,0.08395657672077282,-0.0007772161562524659,-0.0009976914350920362,0.2937149460467237,0.00021109605553207837,0.0004157444925724265,0.08395657672077282,-0.0007772161562524659,-0.0009976914350920362,0.2937149460467237,0.0018734514018709963,-0.0020512561742671957,-0.006045648298261842,-0.06243140391968985,-0.0508290886244596,0.03400552539076871,0.0,0.0,0.16,0.0,0.0,0.0,-0.088038184,-0.023375612,0.023257827,0.023425823,0.23753906830616653,-0.024478883607155586,0.024355539960704543,0.024531464664594365,-0.07324807145002571,0
41,0.2100000000000001,0,0.05,0.05,0,NONE,0,0.00020221351151644134,0.00040455383408976735,0.08675332129754815,-0.0009284795396774423,-0.0011552638475941508,0.2749406573795675,0.00020221351151644134,0.00040455383408976735,0.08675332129754815,-0.0009284795396774423,-0.0011552638475941508,0.2749406573795675,0.0011194007165430595,-0.0020352477621182084,-0.005721505842751579,-0.08072102851091083,0.019527154523661917,0.03170502353959087,0.0,0.0,0.16,0.0,0.0,0.0,-0.054197434,-0.019545559,0.024965454,0.02220135,0.24125721952713078,-0.020468060485399665,0.026143762722909764,0.02324919860716019,-0.0706427638925713,0
42,0.2150000000000001,0,0.05,0.05,0,NONE,0,0.00019170003947441473,0.0003922059319546944,0.08935858140403628,-0.0010910325729680621,-0.0012560340044147436,0.2557460820058273,0.00019170003947441473,0.0003922059319546944,0.08935858140403628,-0.0010910325729680621,-0.0012560340044147436,0.2557460820058273,0.0003621561603720867,-0.0015092974460088637,-0.005453622027596352,-0.07172773214807143,0.056718240752161475,0.024889719437407778,0.0,0.0,0.16,0.0,0.0,0.0,-0.01858806,-0.015032222,0.022922255,0.021191128,0.2451696925649928,-0.015741705739710374,0.024004129467996464,0.022191297401608277,-0.06822879082207567,0
43,0.2200000000000001,0,0.05,0.05,0,NONE,0,0.00017980151331200932,0.00037931399598204395,0.09177249691398683,-0.0012191910777816035,-0.001295601189323616,0.2367056560710887,0.00017980151331200932,0.00037931399598204395,0.09177249691398683,-0.0012191910777816035,-0.001295601189323616,0.2367056560710887,-0.00028941386673116067,-0.0007472875965835026,-0.005261629896268279,-0.06296261933432948,0.08160370745179234,0.017448437114895306,0.0,0.0,0.16,0.0,0.0,0.0,0.017422402,-0.010609794,0.018683298,0.020470334,0.2491262342271314,-0.011110550889623677,0.01956510353371264,0.021436482951036652,-0.06599855169241368,0
