Epoch,EpRet/Mean,EpRet/Std,EpRet/Min,EpRet/Max,EpLen/Mean,EpLen/Min,EpLen/Max,Values/V/Mean,Values/V/Min,Values/V/Max,Values/Adv/Mean,Values/Adv/Min,Values/Adv/Max,Loss/Pi,Loss/Value,Loss/DeltaPi,Loss/DeltaValue,Entropy,KL,Misc/StopIter,Misc/Seed,PolicyRatio,LR,Misc/RewScaleMean,Misc/RewScaleStddev,TotalEnvSteps,Time,FPS
11,-2866.9296875,0.0,-2866.9297,-2866.9297,3600.0,3600.0,3600.0,-3.0214200846354164,-7.9839835,1.2758733,0.010377167595757379,-1.2185484,1.1482275,-0.04666673019528389,0.1555795818567276,-0.01796090230345726,-0.10931796580553055,0.7257912755012512,0.0030047493055462837,80.0,0,0.9952983260154724,0.00015,-74.50199127197266,25.87735939025879,39600,1247,231
12,-2889.603515625,0.0,-2889.6035,-2889.6035,3600.0,3600.0,3600.0,-2.989220920138889,-7.8298745,-0.12482518,0.0029451158311631946,-1.1373197,0.88389254,-0.03923467919230461,0.11088384687900543,-0.013941843062639236,-0.06953879445791245,0.7257912755012512,0.002471659332513809,80.0,0,1.00186288356781,0.00013499999999999997,-74.50538635253906,25.818084716796875,43200,1261,242
13,-2891.505615234375,0.0,-2891.5056,-2891.5056,3600.0,3600.0,3600.0,-3.2110780164930555,-7.754449,-0.23987493,0.03623792436387804,-0.84592414,0.8979128,-0.07252749055624008,0.06922423839569092,-0.009237661957740784,-0.04287584125995636,0.7257912755012512,0.00247566937468946,80.0,0,0.9992287158966064,0.00011999999999999999,-74.50676727294922,25.74418067932129,46800,1276,240
14,-2872.849609375,0.0,-2872.8496,-2872.8496,3600.0,3600.0,3600.0,-3.1340592447916666,-7.6974177,-0.6143936,0.025032318962944878,-0.64616877,0.5352311,-0.06132187694311142,0.048403795808553696,-0.0063652098178863525,-0.029733628034591675,0.7257912755012512,0.0018120226450264454,80.0,0,0.9991194009780884,0.00010499999999999999,-74.47306060791016,25.71537208557129,50400,1292,236
15,-2878.5205078125,0.0,-2878.5205,-2878.5205,3600.0,3600.0,3600.0,-3.071139594184028,-7.6969085,-0.23734178,0.01429139879014757,-0.61814713,0.7650806,-0.05058096721768379,0.0407128781080246,-0.005716998130083084,-0.020494569092988968,0.7257912755012512,0.00199040025472641,80.0,0,1.000428318977356,9e-05,-74.46322631835938,25.68781280517578,54000,1308,227
16,-2837.962158203125,0.0,-2837.9622,-2837.9622,3600.0,3600.0,3600.0,-2.905886501736111,-7.5663714,1.0242019,-0.0068653678894042966,-1.1374937,0.9143437,-0.029424194246530533,0.054407283663749695,-0.007516823709011078,-0.027551831677556038,0.7257912755012512,0.002190756145864725,80.0,0,0.9969527125358582,7.5e-05,-74.3719711303711,25.68610191345215,57600,1324,223
17,-2876.21923828125,0.0,-2876.2192,-2876.2192,3600.0,3600.0,3600.0,-3.043135036892361,-7.5822225,-0.52019316,0.010397502051459418,-0.6400908,0.7758074,-0.04668706655502319,0.02720765396952629,-0.004008203744888306,-0.010336916893720627,0.7257912755012512,0.00187395210377872,80.0,0,1.0010186433792114,5.999999999999998e-05,-74.35414123535156,25.72662925720215,61200,1339,241
18,-2954.3564453125,0.0,-2954.3564,-2954.3564,3600.0,3600.0,3600.0,-2.968531087239583,-7.5719843,-0.033031035,-0.015887463887532552,-0.7229489,0.48464635,-0.020402103662490845,0.02931530773639679,-0.0036171171814203262,-0.01557048037648201,0.7257912755012512,0.0014089063042774796,80.0,0,0.9956729412078857,4.5e-05,-74.4608154296875,25.555044174194336,64800,1354,242
19,-2902.12353515625,0.0,-2902.1235,-2902.1235,3600.0,3600.0,3600.0,-2.897716742621528,-7.5437193,-0.6300219,-0.020852894253200954,-0.63067245,0.5471671,-0.015436671674251556,0.026954833418130875,-0.003193683922290802,-0.011196556501090527,0.7257912755012512,0.0013249969342723489,80.0,0,0.9955546259880066,2.999999999999999e-05,-74.48783111572266,25.542688369750977,68400,1369,239
20,-2935.689208984375,0.0,-2935.6892,-2935.6892,3600.0,3600.0,3600.0,-3.0154153103298613,-7.5592546,-0.8142481,-0.009003342522515192,-0.59895986,0.6575377,-0.02728622406721115,0.017072435468435287,-0.001718025654554367,-0.004566835705190897,0.7257912755012512,0.0012711649760603905,80.0,0,0.9957930445671082,1.5000000000000012e-05,-74.55223846435547,25.472396850585938,72000,1384,229
