Epoch,EpRet/Mean,EpRet/Std,EpRet/Min,EpRet/Max,EpLen/Mean,EpLen/Min,EpLen/Max,Values/V/Mean,Values/V/Min,Values/V/Max,Values/Adv/Mean,Values/Adv/Min,Values/Adv/Max,Loss/Pi,Loss/Value,Loss/DeltaPi,Loss/DeltaValue,Entropy,KL,Misc/StopIter,Misc/Seed,PolicyRatio,LR,Misc/RewScaleMean,Misc/RewScaleStddev,Misc/ExplorationNoiseStd,TotalEnvSteps,Time,FPS
11,1599.153537326389,0.13717860436086884,1598.8623,1599.3794,401.0,401.0,401.0,2.716343505859375,0.17192164,5.275262,-0.23794723510742188,-3.3203833,2.75743,0.21167787909507751,0.4634222686290741,-0.03883521258831024,-0.068998783826828,0.5253872871398926,0.0023359290789812803,80.0,0,0.9792927503585815,0.00023999999999999998,233.26170349121094,197.21926879882812,0.40920000592278644,44000,177,224
12,1599.205837673611,0.09277422274430107,1599.0369,1599.316,401.0,401.0,401.0,2.42121142578125,-1.3168176,4.23024,-0.181254638671875,-2.958679,3.4200256,0.15621984004974365,0.4114047586917877,-0.03777608275413513,-0.04885546490550041,0.5006957650184631,0.002091754926368594,80.0,0,0.9891945719718933,0.000234,233.2827911376953,197.22373962402344,0.3992200009009028,48000,195,220
13,1599.3243272569443,0.09845749115499643,1599.2089,1599.499,401.0,401.0,401.0,2.2137421875,-2.0622878,4.7896256,-0.14096029663085938,-3.1185477,3.3952274,0.11719131469726562,0.3956199884414673,-0.03979019820690155,-0.03806494176387787,0.47537943720817566,0.002498158486559987,80.0,0,0.9882677793502808,0.00022799999999999999,233.3011016845703,197.22891235351562,0.3892399958191972,52000,210,262
14,1599.3950737847222,0.07353856907805799,1599.3217,1599.5491,401.0,401.0,401.0,2.04178271484375,-0.76971406,4.580391,-0.11165393829345703,-2.7235844,2.4344857,0.08918367326259613,0.3370346128940582,-0.03696494549512863,-0.019695313647389412,0.4494052529335022,0.0024754267651587725,80.0,0,0.985978364944458,0.00022199999999999998,233.31727600097656,197.23361206054688,0.3792600108593067,56000,225,272
15,1599.467990451389,0.14895351686671435,1599.1815,1599.7305,401.0,401.0,401.0,1.7991400146484375,-1.0766038,4.150084,-0.056490447998046874,-2.9308178,2.9714637,0.03535353019833565,0.31639552116394043,-0.03632662445306778,-0.021917050704360008,0.422738254070282,0.0021190049592405558,80.0,0,0.9972615838050842,0.00021599999999999996,233.33279418945312,197.23825073242188,0.369279989221283,60000,239,279
16,1599.6434461805557,0.07056077052623885,1599.5006,1599.7593,401.0,401.0,401.0,1.7131527099609376,-0.2943398,4.185249,-0.043701637268066404,-2.818482,2.0011976,0.02393459714949131,0.2833203673362732,-0.03538089245557785,-0.010148262605071068,0.3953408896923065,0.0022503468208014965,80.0,0,0.9965012669563293,0.00020999999999999998,233.34811401367188,197.242431640625,0.3592999952524963,64000,254,276
17,1599.7583550347222,0.05064054705660796,1599.6871,1599.8373,401.0,401.0,401.0,1.558811767578125,-2.0204968,3.409468,-0.015473747253417968,-2.1488435,2.672915,-0.0028848424553871155,0.2845851182937622,-0.03747815638780594,-0.011984792537987232,0.3671717643737793,0.0026410461869090796,80.0,0,1.0017632246017456,0.00020399999999999997,233.361083984375,197.24778747558594,0.34931999966136884,68000,269,265
18,1599.9189453125,0.01727983736530739,1599.8964,1599.948,401.0,401.0,401.0,1.475802978515625,-1.2572427,3.594573,0.006202569007873535,-2.1069372,3.0065515,-0.023111853748559952,0.28138449788093567,-0.03687960281968117,-0.01667383685708046,0.33818578720092773,0.002308812690898776,80.0,0,1.0064048767089844,0.00019799999999999996,233.37535095214844,197.25189208984375,0.33933999796320524,72000,283,281
19,1599.9009331597222,0.0854308093388379,1599.81,1600.0757,401.0,401.0,401.0,1.5425904541015625,-0.5124444,3.7031808,-0.008222917556762695,-2.0678093,2.538737,-0.00719380471855402,0.2568923234939575,-0.036370303481817245,-0.008403398096561432,0.30833449959754944,0.002599545754492283,80.0,0,1.0018824338912964,0.00019199999999999998,233.38833618164062,197.25550842285156,0.32935999109229713,76000,297,283
20,1600.060546875,0.09250729404650646,1599.8914,1600.1862,401.0,401.0,401.0,1.37227001953125,-2.9969344,3.4905355,0.02399502944946289,-2.0582573,2.6969652,-0.0378732830286026,0.2704663574695587,-0.03941026329994202,-0.01329207606613636,0.27756497263908386,0.002593942219391465,80.0,0,1.0088515281677246,0.000186,233.4012908935547,197.2592315673828,0.31938000901642877,80000,312,278
21,1600.1234809027778,0.07347526481095838,1600.0059,1600.2355,401.0,401.0,401.0,1.476688232421875,-0.29026344,3.5242383,-0.001034224033355713,-1.8246697,1.920102,-0.011256677098572254,0.24179917573928833,-0.03707217797636986,-0.009574455209076405,0.2458181232213974,0.0028380798175930977,80.0,0,1.0030012130737305,0.00017999999999999998,233.4129638671875,197.2630157470703,0.30939998805568575,84000,327,266
22,1600.1725260416667,0.06752826514888322,1600.0665,1600.3062,401.0,401.0,401.0,1.3140074462890625,-1.1576402,3.2166286,0.035175872802734376,-2.1668837,2.474305,-0.04582739621400833,0.23645678162574768,-0.03724512457847595,-0.012180425226688385,0.2130303978919983,0.002796809421852231,80.0,0,1.0105128288269043,0.000174,233.42388916015625,197.26683044433594,0.29941998469562436,88000,341,274
23,1600.2510850694443,0.10386189539447938,1600.0084,1600.379,401.0,401.0,401.0,1.367230712890625,-0.609391,2.9723446,0.020301029205322264,-1.7595387,2.204502,-0.02925759367644787,0.2115752398967743,-0.03627399355173111,-0.0028413478285074234,0.17913125455379486,0.0030188767705112696,80.0,0,1.0068907737731934,0.000168,233.43434143066406,197.2706298828125,0.28944000266852465,92000,356,279
24,1600.384765625,0.08475579723884243,1600.2655,1600.516,401.0,401.0,401.0,1.374569580078125,-0.70659846,3.1363337,0.019670808792114258,-1.9588087,1.9106429,-0.026872921735048294,0.21072596311569214,-0.03651751950383186,-0.004331033676862717,0.14404235780239105,0.002884918125346303,80.0,0,1.0066720247268677,0.000162,233.44557189941406,197.2739715576172,0.27945999006879996,96000,370,284
25,1600.4463975694443,0.07201965674543728,1600.2844,1600.5421,401.0,401.0,401.0,1.369174560546875,-0.71549124,3.2392356,0.01805501937866211,-1.8800455,1.8884939,-0.023438893258571625,0.21470920741558075,-0.03752033784985542,-0.00596495671197772,0.10767747461795807,0.0028577051125466824,80.0,0,1.0112872123718262,0.000156,233.45584106445312,197.2774200439453,0.26948001213629597,100000,384,284
26,1600.5219184027778,0.0775174037814097,1600.3448,1600.6266,401.0,401.0,401.0,1.4012059326171875,-0.3605506,2.7456355,0.017068878173828125,-1.9258687,1.8869673,-0.020565884187817574,0.2118866890668869,-0.03818586468696594,-0.005679924972355366,0.06993997097015381,0.0030343516264110804,80.0,0,1.0094720125198364,0.00015,233.46607971191406,197.28062438964844,0.2595000077268337,104000,399,265
27,1600.639431423611,0.07469265757282964,1600.5186,1600.7482,401.0,401.0,401.0,1.4346881103515625,-0.060886167,3.0498767,0.015090539932250976,-2.2150269,1.5641497,-0.016626648604869843,0.2071952521800995,-0.03937067836523056,-0.008743895217776299,0.030722258612513542,0.003457584185525775,80.0,0,1.0095738172531128,0.00014399999999999998,233.47727966308594,197.2830047607422,0.2495199874210115,108000,413,282
28,1600.7294921875,0.05635411963516689,1600.6417,1600.8418,401.0,401.0,401.0,1.4135982666015625,-0.23271489,3.2405927,0.018012372970581055,-1.9218154,1.7470193,-0.017507554963231087,0.1916152834892273,-0.03798434138298035,-0.0021663918159902096,-0.010096312500536442,0.0031168798450380564,80.0,0,1.0068302154541016,0.00013799999999999997,233.48797607421875,197.28579711914062,0.23954000774266757,112000,428,278
29,1600.800998263889,0.057737307866195645,1600.7235,1600.8687,401.0,401.0,401.0,1.3025240478515625,-0.5672633,2.8682358,0.03884043884277344,-1.9204644,1.8910933,-0.03620782122015953,0.20092637836933136,-0.04010007157921791,-0.004831172991544008,-0.052652351558208466,0.0034008885268121958,80.0,0,1.0157021284103394,0.00013199999999999998,233.49847412109375,197.28836059570312,0.22955999292098736,116000,442,276
30,1600.8804253472222,0.056282107290963425,1600.7877,1600.9692,401.0,401.0,401.0,1.346020263671875,-0.8461757,2.7631135,0.024117790222167968,-1.5956054,1.7124385,-0.019262779504060745,0.18827944993972778,-0.039244163781404495,-0.004600743297487497,-0.0971001535654068,0.0035188000183552504,80.0,0,1.0119915008544922,0.000126,233.508056640625,197.29151916503906,0.21957999823036295,120000,457,268
31,1600.9344618055557,0.0678193575921684,1600.7853,1601.0356,401.0,401.0,401.0,1.339533203125,-0.50450754,3.021855,0.027469173431396484,-1.8613666,1.6157732,-0.0202883742749691,0.1881624460220337,-0.03987448662519455,-0.002820569323375821,-0.14361584186553955,0.003431921359151602,80.0,0,1.013748049736023,0.00011999999999999999,233.51779174804688,197.29425048828125,0.20959999310399555,124000,474,241
32,1601.0278862847222,0.06365274611338725,1600.9423,1601.1611,401.0,401.0,401.0,1.3807410888671876,-0.5427939,2.8541334,0.019547714233398437,-1.8319647,1.6527244,-0.009927657432854176,0.17696920037269592,-0.040498144924640656,-0.003481352934613824,-0.19240115582942963,0.0037976675666868687,80.0,0,1.0125523805618286,0.00011399999999999999,233.52732849121094,197.2969970703125,0.19962000627258156,128000,490,243
33,1601.125,0.03596457415218988,1601.063,1601.1857,401.0,401.0,401.0,1.364560791015625,-0.75224924,2.9837835,0.020082393646240235,-2.0440714,1.6329653,-0.007897929288446903,0.1902962625026703,-0.04276994615793228,-0.0030352638568729162,-0.24368909001350403,0.004046526737511158,80.0,0,1.0112271308898926,0.00010799999999999998,233.5362548828125,197.29994201660156,0.18964000833605357,132000,506,246
34,1601.1256510416667,0.03685905848315962,1601.0562,1601.1813,401.0,401.0,401.0,1.3730399169921874,-0.73325443,2.8106887,0.024612236022949218,-2.1349206,1.9341207,-0.009724711067974567,0.17863543331623077,-0.04164382442831993,-0.004750617779791355,-0.2977505028247833,0.004031248390674591,80.0,0,1.0213290452957153,0.00010199999999999999,233.54539489746094,197.3024139404297,0.17965999881044067,136000,523,241
35,1601.198025173611,0.03365834160124868,1601.1508,1601.2678,401.0,401.0,401.0,1.395826171875,-0.34786886,3.179143,0.021220874786376954,-1.870928,1.5183333,-0.003475755453109741,0.17140300571918488,-0.04103712737560272,-0.0018835881492123008,-0.35490238666534424,0.003910411614924669,80.0,0,1.0120165348052979,9.599999999999998e-05,233.55470275878906,197.30445861816406,0.16967999071520917,140000,539,250
36,1601.2582465277778,0.057981528090265765,1601.1646,1601.3455,401.0,401.0,401.0,1.4114156494140624,-0.019620262,2.930212,0.01504572868347168,-1.856473,1.6149064,0.005730262026190758,0.17280219495296478,-0.0418468713760376,-0.002575937192887068,-0.41551974415779114,0.0039998386055231094,80.0,0,1.0099836587905884,9e-05,233.56338500976562,197.3068389892578,0.1596999986960824,144000,555,247
37,1601.351779513889,0.05322439830546043,1601.2605,1601.439,401.0,401.0,401.0,1.445120361328125,-0.3100866,2.9525707,0.012621845245361328,-1.7502288,1.514803,0.011380656622350216,0.17280246317386627,-0.04268566519021988,-0.0013404699275270104,-0.48005005717277527,0.004215552471578121,80.0,0,1.0143320560455322,8.4e-05,233.572509765625,197.3089599609375,0.14972000446448497,148000,573,230
38,1601.337673611111,0.05046476877923841,1601.2206,1601.3907,401.0,401.0,401.0,1.348711669921875,-1.8137373,2.854716,0.026736354827880858,-1.6092062,1.5455395,0.000715307891368866,0.16193200647830963,-0.041463613510131836,-0.0038266736082732677,-0.5490332245826721,0.004469691775739193,80.0,0,1.0146026611328125,7.8e-05,233.5810089111328,197.31094360351562,0.13974000605204304,152000,588,259
39,1601.3930121527778,0.045437019815521035,1601.314,1601.4868,401.0,401.0,401.0,1.494864501953125,0.18038815,3.1423151,0.0012286229133605957,-1.8736444,1.2861758,0.029927894473075867,0.16555297374725342,-0.043116070330142975,-0.0025431530084460974,-0.6231303215026855,0.004589378833770752,80.0,0,1.0142449140548706,7.199999999999999e-05,233.58941650390625,197.31285095214844,0.12975999594514834,156000,603,260
40,1601.5213758680557,0.029839748804497017,1601.4722,1601.569,401.0,401.0,401.0,1.403125,-0.115339845,3.2808075,0.01378181266784668,-1.6819788,1.5369427,0.021376188844442368,0.16162164509296417,-0.04402480274438858,-0.0062618562951684,-0.7031600475311279,0.004976663738489151,80.0,0,1.009378433227539,6.599999999999999e-05,233.59771728515625,197.31500244140625,0.11978001272704332,160000,618,281
41,1601.52734375,0.05602411196094383,1601.4388,1601.6442,401.0,401.0,401.0,1.42109326171875,-0.001320824,3.1138463,0.019954690933227538,-1.615377,2.1037242,0.019553132355213165,0.16921915113925934,-0.04575524851679802,-0.0038470919243991375,-0.7901563048362732,0.005073644686490297,80.0,0,1.0154615640640259,5.999999999999998e-05,233.60601806640625,197.3168487548828,0.1097999985840832,164000,632,276
42,1601.5787760416667,0.03560881661663629,1601.5231,1601.6283,401.0,401.0,401.0,1.3821434326171875,-0.16003066,2.9036298,0.01849444389343262,-1.7623876,1.3700825,0.025777963921427727,0.16012512147426605,-0.04388023912906647,-0.007792327553033829,-0.8854482769966125,0.005175342783331871,80.0,0,1.0110080242156982,5.400000000000001e-05,233.61361694335938,197.3189239501953,0.09982000990089675,168000,646,280
43,1601.5912543402778,0.03498887615694916,1601.5433,1601.6552,401.0,401.0,401.0,1.3259576416015626,-1.0737741,2.7928612,0.02688977813720703,-1.6931493,1.6204221,0.022649548947811127,0.15428775548934937,-0.04423420876264572,-0.003708701115101576,-0.9907865524291992,0.0054237921722233295,80.0,0,1.0159556865692139,4.800000000000001e-05,233.6206817626953,197.3211669921875,0.08984000159569713,172000,661,270
44,1601.6630859375,0.033055369410449294,1601.577,1601.6942,401.0,401.0,401.0,1.5168583984375,0.09127275,2.8023884,-0.0011528701782226563,-2.0668623,1.3863227,0.05657995492219925,0.17045216262340546,-0.04721619188785553,-0.009241795167326927,-1.1085416078567505,0.005470833741128445,80.0,0,1.0083305835723877,4.2e-05,233.6283416748047,197.3229217529297,0.07986000414631658,176000,675,286
45,1601.7032335069443,0.02754915381699611,1601.6434,1601.7375,401.0,401.0,401.0,1.5442469482421874,0.29310954,2.8784049,-0.005511953353881836,-2.0554526,1.3111037,0.06761381030082703,0.16599564254283905,-0.04604855924844742,-0.007756852079182863,-1.2420369386672974,0.005620650947093964,80.0,0,1.0096122026443481,3.5999999999999994e-05,233.63584899902344,197.32464599609375,0.0698800069223068,180000,689,284
46,1601.711154513889,0.022147156837033326,1601.677,1601.7433,401.0,401.0,401.0,1.510916259765625,0.26811004,2.6222954,0.003329348087310791,-1.9755224,1.4220892,0.0664776861667633,0.16094215214252472,-0.04580554738640785,-0.003930332604795694,-1.396140456199646,0.005532807670533657,80.0,0,1.0070934295654297,2.999999999999999e-05,233.64320373535156,197.32620239257812,0.05990000230669938,184000,704,274
47,1601.7067057291667,0.014320951384759903,1601.6838,1601.7313,401.0,401.0,401.0,1.486612548828125,0.22296631,2.5931053,0.006815347671508789,-1.9437008,1.5491664,0.07210443913936615,0.1589256376028061,-0.04653526842594147,-0.004867668263614178,-1.5783953666687012,0.005841758567839861,80.0,0,1.0145066976547241,2.3999999999999987e-05,233.65005493164062,197.32778930664062,0.049920001413217084,188000,720,244
48,1601.7119140625,0.02433094711666105,1601.6693,1601.7439,401.0,401.0,401.0,1.516410888671875,0.29333985,2.611664,0.0030016136169433594,-1.9022837,1.4619073,0.08707033097743988,0.15827158093452454,-0.04737477749586105,-0.0062380763702094555,-1.8014392852783203,0.006180982571095228,80.0,0,1.0114082098007202,1.8000000000000014e-05,233.65655517578125,197.32936096191406,0.03993999930547052,192000,736,254
49,1601.7289496527778,0.03782954410729248,1601.684,1601.803,401.0,401.0,401.0,1.4425810546875,0.25642902,2.6091075,0.01045407772064209,-1.6768907,1.3006271,0.09399359673261642,0.14879003167152405,-0.045812733471393585,-0.0006145246443338692,-2.0889530181884766,0.005974865518510342,80.0,0,1.010061502456665,1.2000000000000009e-05,233.6625518798828,197.3311309814453,0.029959999656289846,196000,752,244
50,1601.7102864583333,0.04520586335192509,1601.6367,1601.7775,401.0,401.0,401.0,1.36185986328125,-0.24184993,2.7685962,0.027756006240844726,-1.5932438,1.456274,0.09694822132587433,0.1483275145292282,-0.04441011697053909,-0.009404429234564304,-2.4940850734710693,0.005078993272036314,80.0,0,1.0189992189407349,6.000000000000004e-06,233.66873168945312,197.3324737548828,0.019980000677910507,200000,768,264
